X_i,X_j,LLM
probably a lot more insecurities though since i never was,probably a lot more insecurities though since i never was confident about public speaking before.,Qwen2.5-3B-Instruct
her han ds balled,her han ds balled into fists tightly.,Qwen2.5-3B-Instruct
but you always had,but you always had something interesting to share at dinner.,Qwen2.5-3B-Instruct
i never went,i never went back to that therapist after one session.,Qwen2.5-3B-Instruct
"in fact , i made","in fact , i made a cake for my mother's birthday yesterday.",Qwen2.5-3B-Instruct
the only thing i am,the only thing i am sure about is my love for pizza.,Qwen2.5-3B-Instruct
we `` ll leave,we `` ll leave as soon as groceries are paid for.,Qwen2.5-3B-Instruct
"electra sat in her seat next to her grandmother , discussing","electra sat in her seat next to her grandmother , discussing the upcoming vacation plans they were making together.",Qwen2.5-3B-Instruct
i hate to be,"i hate to be picky but it sounds better as ""I am picky when"".",Qwen2.5-3B-Instruct
"in fact , they were","in fact , they were wrong about her abilities.",Qwen2.5-3B-Instruct
"even now , the memory of how her friends had","even now , the memory of how her friends had laughed at me still hurt deeply.",Qwen2.5-3B-Instruct
all your friends were,all your friends were there yesterday evening.,Qwen2.5-3B-Instruct
not one of your class mates could have,not one of your class mates could have solved that math problem you gave us yesterday.,Qwen2.5-3B-Instruct
her grandmother nodded,her grandmother nodded in agreement with what she had said.,Qwen2.5-3B-Instruct
"grandmother , did","grandmother , did you visit lately?",Qwen2.5-3B-Instruct
why couldn `` t i have,why couldn `` t i have thought to pack my umbrella yesterday?,Qwen2.5-3B-Instruct
a lump formed,a lump formed under her skin yesterday morning.,Qwen2.5-3B-Instruct
what a pair we are,what a pair we are stuck with on this movie night.,Qwen2.5-3B-Instruct
so how do,so how do you keep your kitchen clean?,Qwen2.5-3B-Instruct
the questions generally come,the questions generally come in groups related to the topic being discussed.,Qwen2.5-3B-Instruct
electra could see,electra could see clearly in the sunlight.,Qwen2.5-3B-Instruct
"eventually , she fell","eventually , she fell ill with pneumonia.",Qwen2.5-3B-Instruct
the chair had,the chair had sits too wobbly to use comfortably.,Qwen2.5-3B-Instruct
trust dharr to have,trust dharr to have forgotten my birthday again.,Qwen2.5-3B-Instruct
the plane had,the plane had arrived late and passengers were angry.,Qwen2.5-3B-Instruct
the other occupants of the plane were,the other occupants of the plane were annoyed by my loud music.,Qwen2.5-3B-Instruct
"in response , he took","in response , he took my advice and started exercising regularly.",Qwen2.5-3B-Instruct
the shops were,the shops were closed because it was Sunday.,Qwen2.5-3B-Instruct
the place was,the place was crowded with people shopping for various needs.,Qwen2.5-3B-Instruct
the announcement of our engagement has,the announcement of our engagement has sent everyone into celebration mode.,Qwen2.5-3B-Instruct
"of all the romantic marriage proposals , that had","of all the romantic marriage proposals , that had been the most unforgettable.",Qwen2.5-3B-Instruct
since no question has,since no question has been asked yet.,Qwen2.5-3B-Instruct
his black eyes immediately hardened,his black eyes immediately hardened when she mentioned her plans to quit.,Qwen2.5-3B-Instruct
"arm in arm , she walked","arm in arm , she walked with him down the street.",Qwen2.5-3B-Instruct
all those feelings she `` d been,all those feelings she `` d been holding inside bubbled up suddenly.,Qwen2.5-3B-Instruct
he `` ll make,he `` ll make it rain before sundown tonight.,Qwen2.5-3B-Instruct
"ms. knight , if you `` ll follow","ms. knight , if you `` ll follow me please we need to discuss your report deadline.",Qwen2.5-3B-Instruct
the windows were,the windows were dirty yesterday morning.,Qwen2.5-3B-Instruct
your luggage has,your luggage has been lost in transit.,Qwen2.5-3B-Instruct
"angry at the man `` s presumpt ion , she stomped","angry at the man `` s presumpt ion , she stomped out of the room.",Qwen2.5-3B-Instruct
when the line was,when the line was long I got impatient.,Qwen2.5-3B-Instruct
"seconds later , a knock sounded","seconds later , a knock sounded on my closed door.",Qwen2.5-3B-Instruct
his eyes turned,his eyes turned red with anger at her accusation.,Qwen2.5-3B-Instruct
would you follow,would you follow me please?,Qwen2.5-3B-Instruct
i `` m pretty sure i can make,i `` m pretty sure i can make it on my own without needing help anymore.,Qwen2.5-3B-Instruct
he simply used,he simply used more persuasive techniques.,Qwen2.5-3B-Instruct
electra `` s last thought before she tumbled,electra `` s last thought before she tumbled into unconsciousness was about her cat.,Qwen2.5-3B-Instruct
each time dharr touched,each time dharr touched the glass it broke.,Qwen2.5-3B-Instruct
last night was,last night was terribly quiet without my usual dinner guests.,Qwen2.5-3B-Instruct
"dharr didn `` t love her , he only wanted","dharr didn `` t love her , he only wanted her money.",Qwen2.5-3B-Instruct
"well , not all her life , she corrected","well , not all her life , she corrected but mostly during weekends when time allowed.",Qwen2.5-3B-Instruct
"on that point , her grandmother was","on that point , her grandmother was a pioneering aviator in the 1920s.",Qwen2.5-3B-Instruct
the group of ten women simply stared,the group of ten women simply stared stunned at his outrageous proposition.,Qwen2.5-3B-Instruct
"finally , the woman in the back of the room holding","finally , the woman in the back of the room holding up her hand to ask the question no one else dared to ask.",Qwen2.5-3B-Instruct
"obviously , a future queen going","obviously , a future queen going through royal training is expected to be disciplined.",Qwen2.5-3B-Instruct
the woman who appeared,the woman who appeared at my door was selling flowers.,Qwen2.5-3B-Instruct
a guard was,a guard was stationed at the gate waiting.,Qwen2.5-3B-Instruct
"after several comments , the vendor blushed","after several comments , the vendor blushed and apologized for his mistake.",Qwen2.5-3B-Instruct
if that something is,if that something is true then so are you.,Qwen2.5-3B-Instruct
her explanation seemed,her explanation seemed confusing to him at first.,Qwen2.5-3B-Instruct
many people were,many people were surprised to see at the party.,Qwen2.5-3B-Instruct
one or several of them had,one or several of them had contracted the flu this week.,Qwen2.5-3B-Instruct
she `` d never be,she `` d never be late for anything again.,Qwen2.5-3B-Instruct
her appearance was,her appearance was dramatically improved with makeup today.,Qwen2.5-3B-Instruct
one of them was,one of them was late for work today.,Qwen2.5-3B-Instruct
the look lasted,the look lasted for about two weeks before fading.,Qwen2.5-3B-Instruct
she `` d have,she `` d have better stay home today.,Qwen2.5-3B-Instruct
the tension would make,the tension would make his jaw clench uncontrollably.,Qwen2.5-3B-Instruct
"then on her knees , she crawled","then on her knees , she crawled towards the altar slowly.",Qwen2.5-3B-Instruct
"but moments later , he gave","but moments later , he gave up on his attempt to solve the puzzle.",Qwen2.5-3B-Instruct
the keys were,the keys were left on the table outside.,Qwen2.5-3B-Instruct
"amazingly , all was","amazingly , all was well and we made it to our destination on time.",Qwen2.5-3B-Instruct
by the time night fell,by the time night fell I had finished reading three novels.,Qwen2.5-3B-Instruct
"by midnight , after twelve hours of driving , she made","by midnight , after twelve hours of driving , she made it to her destination safely.",Qwen2.5-3B-Instruct
"in great britain , the borders were","in great britain , the borders were closed to non-essential travel.",Qwen2.5-3B-Instruct
"if the car didn `` t arrive at the guard station , they would come","if the car didn `` t arrive at the guard station , they would come and get it themselves.",Qwen2.5-3B-Instruct
"still , nothing happened","still , nothing happened nothing significant occurred as well.",Qwen2.5-3B-Instruct
"airport , security , finding","airport , security , finding time to relax after passing through was stressful.",Qwen2.5-3B-Instruct
her mind absently noted,Invalid generation,Qwen2.5-3B-Instruct
"thankfully , the key was","thankfully , the key was finally in my pocket when we arrived at the airport.",Qwen2.5-3B-Instruct
"instead , she kicked","instead , she kicked the ball into the goal.",Qwen2.5-3B-Instruct
the body guards and lack of normalcy had,the body guards and lack of normalcy had me feeling very uneasy yesterday evening.,Qwen2.5-3B-Instruct
no matter how much she loved,no matter how much she loved he tried to hide it.,Qwen2.5-3B-Instruct
the dark circles under her eyes were,the dark circles under her eyes were caused by lack of sleep last night.,Qwen2.5-3B-Instruct
her skin was,her skin was sensitive to sunlight.,Qwen2.5-3B-Instruct
could someone possibly know,could someone possibly know everything about my personal life?,Qwen2.5-3B-Instruct
not many people wanted,not many people wanted the new product launch yesterday.,Qwen2.5-3B-Instruct
the day turned,the day turned rainy unexpectedly outside.,Qwen2.5-3B-Instruct
then she `` d take,then she `` d take off her makeup before sleep.,Qwen2.5-3B-Instruct
when that list was,when that list was complete I would start working on my presentation.,Qwen2.5-3B-Instruct
the last one was,the last one was the worst review on Yelp.,Qwen2.5-3B-Instruct
her fingers twitched,her fingers twitched as she watched him walk away.,Qwen2.5-3B-Instruct
chapter 11 dharr prowled,chapter 11 dharr prowled through the dark forest alone.,Qwen2.5-3B-Instruct
"but in this case , the goal was","but in this case , the goal was not to achieve perfection.",Qwen2.5-3B-Instruct
when her guards had,when her guards had been relieved for lunch she slipped away unseen.,Qwen2.5-3B-Instruct
the worry that had,the worry that had consumed me all day long evaporated when my friend called to say they were coming over for dinner.,Qwen2.5-3B-Instruct
"of course , he `` d postponed","of course , he `` d postponed the presentation indefinitely.",Qwen2.5-3B-Instruct
edna knight asked,edna knight asked me to pick up her children from school.,Qwen2.5-3B-Instruct
dharr `` s angry eyes looked,dharr `` s angry eyes looked like they could eat me alive.,Qwen2.5-3B-Instruct
and not being,and not being prepared for raindrops on my car.,Qwen2.5-3B-Instruct
how much time does,how much time does it usually take for you to prepare breakfast?,Qwen2.5-3B-Instruct
his eyes burned,his eyes burned from the smoke yesterday morning.,Qwen2.5-3B-Instruct
the only reasons she would be,the only reasons she would be late are unforeseen circumstances.,Qwen2.5-3B-Instruct
she only waited,she only waited for five minutes before getting impatient.,Qwen2.5-3B-Instruct
"at least no political worries , he clarified","at least no political worries , he clarified at least there were no serious political concerns, he added.",Qwen2.5-3B-Instruct
h er hands were,h er hands were shaking violently.,Qwen2.5-3B-Instruct
but he simply raised,but he simply raised an eyebrow in response.,Qwen2.5-3B-Instruct
